Raport przebudowy biblioteki scenariuszy (uzupełnienie scenariuszy;;;;;;
obszar;stan przed zmianą;zmiana;stan po zmianie;uwagi;;
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: pozew przeciwko spółce, 0–3 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: pozew przeciwko spółce, 4–7 dni, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: pozew przeciwko spółce, 4–7 dni, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: pozew przeciwko spółce, 4–7 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: pozew przeciwko spółce, 8–14 dni, EPU=NIE
;;;;;RISK_LOW;Niższe ryzyko — scenariusz bazowy: pozew przeciwko spółce, 8–14 dni, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: pozew przeciwko spółce, 8–14 dni, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: pozew przeciwko spółce, 8–14 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: pozew przeciwko spółce, ponad 14 dni, EPU=NIE
;;;;;RISK_LOW;Niższe ryzyko — scenariusz bazowy: pozew przeciwko spółce, ponad 14 dni, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: pozew przeciwko spółce, ponad 14 dni, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: pozew przeciwko spółce, ponad 14 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: pozew przeciwko spółce, termin nieustalony, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: pozew przeciwko spółce, termin nieustalony, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: pozew przeciwko spółce, termin nieustalony, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, 0–3 dni, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe do członka zarządu, 0–3 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, 4–7 dni, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, 4–7 dni, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe do członka zarządu, 4–7 dni, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, 8–14 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, ponad 14 dni, EPU=NIE
;;;;;RISK_LOW;Niższe ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, ponad 14 dni, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, ponad 14 dni, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe do członka zarządu, ponad 14 dni, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, termin nieustalony, EPU=NIE
;;;;;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe do członka zarządu, termin nieustalony, EPU=NIE
;;;;;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe do członka zarządu, termin nieustalony, EPU=NIE
;;;;;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 0–3 dni, EPU=NIE
SCN_313;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_0_3;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 0–3 dni, EPU=NIE
SCN_314;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_0_3;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 0–3 dni, EPU=NIE
SCN_315;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_4_7;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 4–7 dni, EPU=NIE
SCN_316;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_4_7;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 4–7 dni, EPU=NIE
SCN_317;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_4_7;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 4–7 dni, EPU=NIE
SCN_318;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_8_14;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 8–14 dni, EPU=NIE
SCN_319;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_8_14;RISK_LOW;Niższe ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 8–14 dni, EPU=NIE
SCN_320;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_8_14;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 8–14 dni, EPU=NIE
SCN_321;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_8_14;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe dotyczące spółki, 8–14 dni, EPU=NIE
SCN_322;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_ABOVE_14;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, ponad 14 dni, EPU=NIE
SCN_323;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_ABOVE_14;RISK_LOW;Niższe ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, ponad 14 dni, EPU=NIE
SCN_324;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_ABOVE_14;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, ponad 14 dni, EPU=NIE
SCN_325;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_ABOVE_14;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe dotyczące spółki, ponad 14 dni, EPU=NIE
SCN_326;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_UNKNOWN;RISK_HIGH;Wysokie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, termin nieustalony, EPU=NIE
SCN_327;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_UNKNOWN;RISK_MEDIUM;Średnie ryzyko — scenariusz bazowy: wezwanie sądowe dotyczące spółki, termin nieustalony, EPU=NIE
SCN_328;WEZWANIE_SADOWE_SPOLKA;NIE;K1_WEZWANIE_SADOWE_SPOLKA;K2_DAYS_LEFT_UNKNOWN;RISK_URGENT;Sprawa pilna — scenariusz bazowy: wezwanie sądowe dotyczące spółki, termin nieustalony, EPU=NIE
